Pig_ID,Group,Mutation_type,Protein,Evolution_rate
4499,PRIME BOOST,Stop-gained,PA,3.320714617785747e-05
4499,PRIME BOOST,Stop-gained,PA-X,0.00010218679746576743
4499,PRIME BOOST,Stop-gained,Whole_genome,5.0125313283208015e-05
4493,NO VAC,Stop-gained,PB2,0.0
4493,NO VAC,Stop-gained,PB1,3.3505046697658834e-05
4493,NO VAC,Stop-gained,PB1-F2,0.0
4493,NO VAC,Stop-gained,PA,0.0
4493,NO VAC,Stop-gained,PA-X,0.0
4493,NO VAC,Stop-gained,HA,0.0
4493,NO VAC,Stop-gained,NP,0.0
4493,NO VAC,Stop-gained,NA,0.0
4493,NO VAC,Stop-gained,M1,0.0
4493,NO VAC,Stop-gained,M2,0.0
4493,NO VAC,Stop-gained,NS1,0.0
4493,NO VAC,Stop-gained,NS2,0.0
4493,NO VAC,Stop-gained,Whole_genome,5.314008057364717e-06
4938,NO VAC,Stop-gained,PB2,2.0885547201336676e-05
4938,NO VAC,Stop-gained,PB1,2.9316915860451482e-05
4938,NO VAC,Stop-gained,PB1-F2,0.0
4938,NO VAC,Stop-gained,PA,0.0
4938,NO VAC,Stop-gained,PA-X,0.0
4938,NO VAC,Stop-gained,HA,0.0
4938,NO VAC,Stop-gained,NP,0.0
4938,NO VAC,Stop-gained,NA,0.0
4938,NO VAC,Stop-gained,M1,0.0
4938,NO VAC,Stop-gained,M2,0.0
4938,NO VAC,Stop-gained,NS1,0.0
4938,NO VAC,Stop-gained,NS2,0.0
4938,NO VAC,Stop-gained,Whole_genome,7.971012086047075e-06
5174,NO VAC,Stop-gained,PB2,0.0
5174,NO VAC,Stop-gained,PB1,2.7222850441847805e-05
5174,NO VAC,Stop-gained,PB1-F2,0.0
5174,NO VAC,Stop-gained,PA,0.0
5174,NO VAC,Stop-gained,PA-X,0.0
5174,NO VAC,Stop-gained,HA,0.0
5174,NO VAC,Stop-gained,NP,0.0
5174,NO VAC,Stop-gained,NA,0.0
5174,NO VAC,Stop-gained,M1,0.0
5174,NO VAC,Stop-gained,M2,0.0
5174,NO VAC,Stop-gained,NS1,0.0
5174,NO VAC,Stop-gained,NS2,0.0
5174,NO VAC,Stop-gained,Whole_genome,4.317631546608833e-06
4473,SINGLE LAIV,Stop-gained,PB2,0.0
4473,SINGLE LAIV,Stop-gained,PB1,0.0
4473,SINGLE LAIV,Stop-gained,PB1-F2,0.0
4473,SINGLE LAIV,Stop-gained,PA,0.0
4473,SINGLE LAIV,Stop-gained,PA-X,0.0
4473,SINGLE LAIV,Stop-gained,HA,0.0
4473,SINGLE LAIV,Stop-gained,NP,0.0
4473,SINGLE LAIV,Stop-gained,NA,0.0
4473,SINGLE LAIV,Stop-gained,M1,0.0
4473,SINGLE LAIV,Stop-gained,M2,0.0
4473,SINGLE LAIV,Stop-gained,NS1,0.0
4473,SINGLE LAIV,Stop-gained,NS2,0.0
4473,SINGLE LAIV,Stop-gained,Whole_genome,0.0
4479,SINGLE LAIV,Stop-gained,PB2,0.0
4479,SINGLE LAIV,Stop-gained,PB1,0.0
4479,SINGLE LAIV,Stop-gained,PB1-F2,0.0
4479,SINGLE LAIV,Stop-gained,PA,0.0
4479,SINGLE LAIV,Stop-gained,PA-X,0.0
4479,SINGLE LAIV,Stop-gained,HA,0.0
4479,SINGLE LAIV,Stop-gained,NP,0.0
4479,SINGLE LAIV,Stop-gained,NA,0.0
4479,SINGLE LAIV,Stop-gained,M1,0.0
4479,SINGLE LAIV,Stop-gained,M2,0.0
4479,SINGLE LAIV,Stop-gained,NS1,0.0
4479,SINGLE LAIV,Stop-gained,NS2,0.0
4479,SINGLE LAIV,Stop-gained,Whole_genome,0.0
4481,SINGLE LAIV,Stop-gained,PB2,0.0
4481,SINGLE LAIV,Stop-gained,PB1,0.0
4481,SINGLE LAIV,Stop-gained,PB1-F2,0.0
4481,SINGLE LAIV,Stop-gained,PA,0.0
4481,SINGLE LAIV,Stop-gained,PA-X,0.0
4481,SINGLE LAIV,Stop-gained,HA,0.0
4481,SINGLE LAIV,Stop-gained,NP,0.0
4481,SINGLE LAIV,Stop-gained,NA,0.0
4481,SINGLE LAIV,Stop-gained,M1,0.0
4481,SINGLE LAIV,Stop-gained,M2,0.0
4481,SINGLE LAIV,Stop-gained,NS1,0.0
4481,SINGLE LAIV,Stop-gained,NS2,0.0
4481,SINGLE LAIV,Stop-gained,Whole_genome,0.0
4486,PRIME BOOST,Stop-gained,PB2,0.0
4486,PRIME BOOST,Stop-gained,PB1,0.0
4486,PRIME BOOST,Stop-gained,PB1-F2,0.0
4486,PRIME BOOST,Stop-gained,PA,0.0
4486,PRIME BOOST,Stop-gained,PA-X,0.0
4486,PRIME BOOST,Stop-gained,HA,0.0
4486,PRIME BOOST,Stop-gained,M1,0.0
4486,PRIME BOOST,Stop-gained,M2,0.0
4486,PRIME BOOST,Stop-gained,NS1,0.0
4486,PRIME BOOST,Stop-gained,NS2,0.0
4486,PRIME BOOST,Stop-gained,Whole_genome,0.0
4490,NO VAC,Stop-gained,PB2,0.0
4490,NO VAC,Stop-gained,PB1,0.0
4490,NO VAC,Stop-gained,PB1-F2,0.0
4490,NO VAC,Stop-gained,PA,0.0
4490,NO VAC,Stop-gained,PA-X,0.0
4490,NO VAC,Stop-gained,HA,0.0
4490,NO VAC,Stop-gained,NP,0.0
4490,NO VAC,Stop-gained,NA,0.0
4490,NO VAC,Stop-gained,M1,0.0
4490,NO VAC,Stop-gained,M2,0.0
4490,NO VAC,Stop-gained,NS1,0.0
4490,NO VAC,Stop-gained,NS2,0.0
4490,NO VAC,Stop-gained,Whole_genome,0.0
4495,NO VAC,Stop-gained,PB2,0.0
4495,NO VAC,Stop-gained,PB1,0.0
4495,NO VAC,Stop-gained,PB1-F2,0.0
4495,NO VAC,Stop-gained,PA,0.0
4495,NO VAC,Stop-gained,PA-X,0.0
4495,NO VAC,Stop-gained,HA,0.0
4495,NO VAC,Stop-gained,NP,0.0
4495,NO VAC,Stop-gained,NA,0.0
4495,NO VAC,Stop-gained,M1,0.0
4495,NO VAC,Stop-gained,M2,0.0
4495,NO VAC,Stop-gained,NS1,0.0
4495,NO VAC,Stop-gained,NS2,0.0
4495,NO VAC,Stop-gained,Whole_genome,0.0
4934,SINGLE LAIV,Stop-gained,PB2,0.0
4934,SINGLE LAIV,Stop-gained,PB1,0.0
4934,SINGLE LAIV,Stop-gained,PB1-F2,0.0
4934,SINGLE LAIV,Stop-gained,PA,0.0
4934,SINGLE LAIV,Stop-gained,PA-X,0.0
4934,SINGLE LAIV,Stop-gained,HA,0.0
4934,SINGLE LAIV,Stop-gained,NP,0.0
4934,SINGLE LAIV,Stop-gained,NA,0.0
4934,SINGLE LAIV,Stop-gained,M1,0.0
4934,SINGLE LAIV,Stop-gained,M2,0.0
4934,SINGLE LAIV,Stop-gained,NS1,0.0
4934,SINGLE LAIV,Stop-gained,NS2,0.0
4934,SINGLE LAIV,Stop-gained,Whole_genome,0.0
4937,SINGLE LAIV,Stop-gained,PB2,0.0
4937,SINGLE LAIV,Stop-gained,PB1,0.0
4937,SINGLE LAIV,Stop-gained,PB1-F2,0.0
4937,SINGLE LAIV,Stop-gained,PA,0.0
4937,SINGLE LAIV,Stop-gained,PA-X,0.0
4937,SINGLE LAIV,Stop-gained,HA,0.0
4937,SINGLE LAIV,Stop-gained,NP,0.0
4937,SINGLE LAIV,Stop-gained,NA,0.0
4937,SINGLE LAIV,Stop-gained,M1,0.0
4937,SINGLE LAIV,Stop-gained,M2,0.0
4937,SINGLE LAIV,Stop-gained,NS1,0.0
4937,SINGLE LAIV,Stop-gained,NS2,0.0
4937,SINGLE LAIV,Stop-gained,Whole_genome,0.0
5166,SINGLE LAIV,Stop-gained,PB2,0.0
5166,SINGLE LAIV,Stop-gained,PB1,0.0
5166,SINGLE LAIV,Stop-gained,PB1-F2,0.0
5166,SINGLE LAIV,Stop-gained,PA,0.0
5166,SINGLE LAIV,Stop-gained,PA-X,0.0
5166,SINGLE LAIV,Stop-gained,HA,0.0
5166,SINGLE LAIV,Stop-gained,NP,0.0
5166,SINGLE LAIV,Stop-gained,NA,0.0
5166,SINGLE LAIV,Stop-gained,M1,0.0
5166,SINGLE LAIV,Stop-gained,M2,0.0
5166,SINGLE LAIV,Stop-gained,NS1,0.0
5166,SINGLE LAIV,Stop-gained,NS2,0.0
5166,SINGLE LAIV,Stop-gained,Whole_genome,0.0
5167,NO VAC,Stop-gained,PB2,0.0
5167,NO VAC,Stop-gained,PB1,0.0
5167,NO VAC,Stop-gained,PB1-F2,0.0
5167,NO VAC,Stop-gained,PA,0.0
5167,NO VAC,Stop-gained,PA-X,0.0
5167,NO VAC,Stop-gained,HA,0.0
5167,NO VAC,Stop-gained,NP,0.0
5167,NO VAC,Stop-gained,NA,0.0
5167,NO VAC,Stop-gained,M1,0.0
5167,NO VAC,Stop-gained,M2,0.0
5167,NO VAC,Stop-gained,NS1,0.0
5167,NO VAC,Stop-gained,NS2,0.0
5167,NO VAC,Stop-gained,Whole_genome,0.0
5179,NO VAC,Stop-gained,PB2,0.0
5179,NO VAC,Stop-gained,PB1,0.0
5179,NO VAC,Stop-gained,PB1-F2,0.0
5179,NO VAC,Stop-gained,PA,0.0
5179,NO VAC,Stop-gained,PA-X,0.0
5179,NO VAC,Stop-gained,HA,0.0
5179,NO VAC,Stop-gained,NP,0.0
5179,NO VAC,Stop-gained,NA,0.0
5179,NO VAC,Stop-gained,M1,0.0
5179,NO VAC,Stop-gained,M2,0.0
5179,NO VAC,Stop-gained,NS1,0.0
5179,NO VAC,Stop-gained,NS2,0.0
5179,NO VAC,Stop-gained,Whole_genome,0.0
5185,PRIME BOOST,Stop-gained,PB2,0.0
5185,PRIME BOOST,Stop-gained,PA,0.0
5185,PRIME BOOST,Stop-gained,PA-X,0.0
5185,PRIME BOOST,Stop-gained,HA,0.0
5185,PRIME BOOST,Stop-gained,NP,0.0
5185,PRIME BOOST,Stop-gained,M1,0.0
5185,PRIME BOOST,Stop-gained,M2,0.0
5185,PRIME BOOST,Stop-gained,Whole_genome,0.0
