Pig_ID,Group,Mutation_type,Protein,Evolution_rate
4934,LAIV/NONE,Non-Synonymous,NA,2.0685579196217493e-05
4934,LAIV/NONE,Non-Synonymous,M1,0.0
4934,LAIV/NONE,Non-Synonymous,M2,0.0
4934,LAIV/NONE,Non-Synonymous,NS1,1.833814333814334e-05
4934,LAIV/NONE,Non-Synonymous,NS2,7.0474455720357365e-06
4934,LAIV/NONE,Non-Synonymous,Whole_genome,3.6135450621529746e-06
4497,H1 seeder,Non-Synonymous,PB2,0.0
4497,H1 seeder,Non-Synonymous,PB1,9.597799835266853e-07
4497,H1 seeder,Non-Synonymous,PB1-F2,0.0
4497,H1 seeder,Non-Synonymous,PA,6.272460944706412e-06
4497,H1 seeder,Non-Synonymous,PA-X,0.0
4497,H1 seeder,Non-Synonymous,NP,9.953769973810056e-05
4497,H1 seeder,Non-Synonymous,M1,0.0
4497,H1 seeder,Non-Synonymous,M2,0.0
4497,H1 seeder,Non-Synonymous,NS1,0.0
4497,H1 seeder,Non-Synonymous,NS2,0.0
4497,H1 seeder,Non-Synonymous,Whole_genome,1.4677588206999972e-05
5179,NO VAC/CHA,Non-Synonymous,PB2,0.0
5179,NO VAC/CHA,Non-Synonymous,PB1,0.0
5179,NO VAC/CHA,Non-Synonymous,PB1-F2,0.0
5179,NO VAC/CHA,Non-Synonymous,PA,0.0
5179,NO VAC/CHA,Non-Synonymous,PA-X,0.0
5179,NO VAC/CHA,Non-Synonymous,HA,0.0
5179,NO VAC/CHA,Non-Synonymous,NP,0.0
5179,NO VAC/CHA,Non-Synonymous,NA,0.0
5179,NO VAC/CHA,Non-Synonymous,M1,0.0
5179,NO VAC/CHA,Non-Synonymous,M2,0.0
5179,NO VAC/CHA,Non-Synonymous,NS1,7.215007215007215e-06
5179,NO VAC/CHA,Non-Synonymous,NS2,6.505334374186834e-06
5179,NO VAC/CHA,Non-Synonymous,Whole_genome,4.984200085728242e-07
4481,LAIV/NONE,Non-Synonymous,PB2,8.702311333890283e-07
4481,LAIV/NONE,Non-Synonymous,PB1,8.725272577515322e-07
4481,LAIV/NONE,Non-Synonymous,PB1-F2,0.0
4481,LAIV/NONE,Non-Synonymous,PA,5.165556072111162e-06
4481,LAIV/NONE,Non-Synonymous,PA-X,5.393192088471058e-06
4481,LAIV/NONE,Non-Synonymous,HA,0.0
4481,LAIV/NONE,Non-Synonymous,NP,0.0
4481,LAIV/NONE,Non-Synonymous,NA,0.0
4481,LAIV/NONE,Non-Synonymous,M1,0.0
4481,LAIV/NONE,Non-Synonymous,M2,0.0
4481,LAIV/NONE,Non-Synonymous,NS1,0.0
4481,LAIV/NONE,Non-Synonymous,NS2,0.0
4481,LAIV/NONE,Non-Synonymous,Whole_genome,1.31527502262273e-06
4495,NO VAC/CHA,Non-Synonymous,PB2,8.702311333890282e-05
4495,NO VAC/CHA,Non-Synonymous,PB1,5.845932626935266e-06
4495,NO VAC/CHA,Non-Synonymous,PB1-F2,0.0
4495,NO VAC/CHA,Non-Synonymous,PA,3.246920959612731e-05
4495,NO VAC/CHA,Non-Synonymous,PA-X,2.8385221518268727e-06
4495,NO VAC/CHA,Non-Synonymous,HA,0.0
4495,NO VAC/CHA,Non-Synonymous,NP,0.0
4495,NO VAC/CHA,Non-Synonymous,NA,0.0
4495,NO VAC/CHA,Non-Synonymous,M1,0.0
4495,NO VAC/CHA,Non-Synonymous,M2,0.0
4495,NO VAC/CHA,Non-Synonymous,NS1,0.0
4495,NO VAC/CHA,Non-Synonymous,NS2,0.0
4495,NO VAC/CHA,Non-Synonymous,Whole_genome,1.978450534029349e-05
4499,COM/COM,Non-Synonymous,PA,9.224207271627077e-07
4499,COM/COM,Non-Synonymous,PA-X,0.0
4499,COM/COM,Non-Synonymous,Whole_genome,6.961849067112225e-07
4492,LAIV/NONE,Stop-gained,PB2,0.0
4492,LAIV/NONE,Stop-gained,PB1,0.0
4492,LAIV/NONE,Stop-gained,PB1-F2,0.0
4492,LAIV/NONE,Stop-gained,PA,0.0
4492,LAIV/NONE,Stop-gained,PA-X,0.0
4492,LAIV/NONE,Stop-gained,HA,9.238263206517174e-05
4492,LAIV/NONE,Stop-gained,NP,0.0
4492,LAIV/NONE,Stop-gained,NA,0.0
4492,LAIV/NONE,Stop-gained,M1,0.0
4492,LAIV/NONE,Stop-gained,M2,0.0
4492,LAIV/NONE,Stop-gained,NS1,0.0
4492,LAIV/NONE,Stop-gained,NS2,0.0
4492,LAIV/NONE,Stop-gained,Whole_genome,1.096014161831473e-05
5175,COM/COM,Stop-gained,PB2,0.0
5175,COM/COM,Stop-gained,PB1,0.0
5175,COM/COM,Stop-gained,PB1-F2,0.0
5175,COM/COM,Stop-gained,PA,0.0
5175,COM/COM,Stop-gained,PA-X,0.0
5175,COM/COM,Stop-gained,HA,0.0
5175,COM/COM,Stop-gained,NP,0.0
5175,COM/COM,Stop-gained,NA,0.00028571428571428574
5175,COM/COM,Stop-gained,M1,0.0
5175,COM/COM,Stop-gained,M2,0.0
5175,COM/COM,Stop-gained,NS1,0.0
5175,COM/COM,Stop-gained,NS2,0.0
5175,COM/COM,Stop-gained,Whole_genome,2.823066780475006e-05
4499,COM/COM,Stop-gained,PA,3.320714617785747e-05
4499,COM/COM,Stop-gained,PA-X,0.00010218679746576743
4499,COM/COM,Stop-gained,Whole_genome,5.0125313283208015e-05
4936,H3 seeder,Stop-gained,PB2,0.0
4936,H3 seeder,Stop-gained,PB1,0.0
4936,H3 seeder,Stop-gained,PB1-F2,0.0
4936,H3 seeder,Stop-gained,PA,4.427619490380997e-05
4936,H3 seeder,Stop-gained,PA-X,0.0001362490632876899
4936,H3 seeder,Stop-gained,HA,0.0
4936,H3 seeder,Stop-gained,NP,0.0
4936,H3 seeder,Stop-gained,NA,0.0
4936,H3 seeder,Stop-gained,M1,0.0
4936,H3 seeder,Stop-gained,M2,0.0
4936,H3 seeder,Stop-gained,NS1,0.0
4936,H3 seeder,Stop-gained,NS2,0.0
4936,H3 seeder,Stop-gained,Whole_genome,1.3285020143411792e-05
4493,NO VAC/CHA,Stop-gained,PB2,0.0
4493,NO VAC/CHA,Stop-gained,PB1,3.3505046697658834e-05
4493,NO VAC/CHA,Stop-gained,PB1-F2,0.0
4493,NO VAC/CHA,Stop-gained,PA,0.0
4493,NO VAC/CHA,Stop-gained,PA-X,0.0
4493,NO VAC/CHA,Stop-gained,HA,0.0
4493,NO VAC/CHA,Stop-gained,NP,0.0
4493,NO VAC/CHA,Stop-gained,NA,0.0
4493,NO VAC/CHA,Stop-gained,M1,0.0
4493,NO VAC/CHA,Stop-gained,M2,0.0
4493,NO VAC/CHA,Stop-gained,NS1,0.0
4493,NO VAC/CHA,Stop-gained,NS2,0.0
4493,NO VAC/CHA,Stop-gained,Whole_genome,5.314008057364717e-06
4938,NO VAC/CHA,Stop-gained,PB2,2.0885547201336676e-05
4938,NO VAC/CHA,Stop-gained,PB1,2.9316915860451482e-05
4938,NO VAC/CHA,Stop-gained,PB1-F2,0.0
4938,NO VAC/CHA,Stop-gained,PA,0.0
4938,NO VAC/CHA,Stop-gained,PA-X,0.0
4938,NO VAC/CHA,Stop-gained,HA,0.0
4938,NO VAC/CHA,Stop-gained,NP,0.0
4938,NO VAC/CHA,Stop-gained,NA,0.0
4938,NO VAC/CHA,Stop-gained,M1,0.0
4938,NO VAC/CHA,Stop-gained,M2,0.0
4938,NO VAC/CHA,Stop-gained,NS1,0.0
4938,NO VAC/CHA,Stop-gained,NS2,0.0
4938,NO VAC/CHA,Stop-gained,Whole_genome,7.971012086047075e-06
5174,NO VAC/CHA,Stop-gained,PB2,0.0
5174,NO VAC/CHA,Stop-gained,PB1,2.7222850441847805e-05
5174,NO VAC/CHA,Stop-gained,PB1-F2,0.0
5174,NO VAC/CHA,Stop-gained,PA,0.0
5174,NO VAC/CHA,Stop-gained,PA-X,0.0
5174,NO VAC/CHA,Stop-gained,HA,0.0
5174,NO VAC/CHA,Stop-gained,NP,0.0
5174,NO VAC/CHA,Stop-gained,NA,0.0
5174,NO VAC/CHA,Stop-gained,M1,0.0
5174,NO VAC/CHA,Stop-gained,M2,0.0
5174,NO VAC/CHA,Stop-gained,NS1,0.0
5174,NO VAC/CHA,Stop-gained,NS2,0.0
5174,NO VAC/CHA,Stop-gained,Whole_genome,4.317631546608833e-06
4473,LAIV/NONE,Stop-gained,PB2,0.0
4473,LAIV/NONE,Stop-gained,PB1,0.0
4473,LAIV/NONE,Stop-gained,PB1-F2,0.0
4473,LAIV/NONE,Stop-gained,PA,0.0
4473,LAIV/NONE,Stop-gained,PA-X,0.0
4473,LAIV/NONE,Stop-gained,HA,0.0
4473,LAIV/NONE,Stop-gained,NP,0.0
4473,LAIV/NONE,Stop-gained,NA,0.0
4473,LAIV/NONE,Stop-gained,M1,0.0
4473,LAIV/NONE,Stop-gained,M2,0.0
4473,LAIV/NONE,Stop-gained,NS1,0.0
4473,LAIV/NONE,Stop-gained,NS2,0.0
4473,LAIV/NONE,Stop-gained,Whole_genome,0.0
4479,LAIV/NONE,Stop-gained,PB2,0.0
4479,LAIV/NONE,Stop-gained,PB1,0.0
4479,LAIV/NONE,Stop-gained,PB1-F2,0.0
4479,LAIV/NONE,Stop-gained,PA,0.0
4479,LAIV/NONE,Stop-gained,PA-X,0.0
4479,LAIV/NONE,Stop-gained,HA,0.0
4479,LAIV/NONE,Stop-gained,NP,0.0
4479,LAIV/NONE,Stop-gained,NA,0.0
4479,LAIV/NONE,Stop-gained,M1,0.0
4479,LAIV/NONE,Stop-gained,M2,0.0
4479,LAIV/NONE,Stop-gained,NS1,0.0
4479,LAIV/NONE,Stop-gained,NS2,0.0
4479,LAIV/NONE,Stop-gained,Whole_genome,0.0
4480,H3 seeder,Stop-gained,PB2,0.0
4480,H3 seeder,Stop-gained,PB1,0.0
4480,H3 seeder,Stop-gained,PB1-F2,0.0
4480,H3 seeder,Stop-gained,PA,0.0
4480,H3 seeder,Stop-gained,PA-X,0.0
4480,H3 seeder,Stop-gained,HA,0.0
4480,H3 seeder,Stop-gained,NP,0.0
4480,H3 seeder,Stop-gained,NA,0.0
4480,H3 seeder,Stop-gained,M1,0.0
4480,H3 seeder,Stop-gained,M2,0.0
4480,H3 seeder,Stop-gained,NS1,0.0
4480,H3 seeder,Stop-gained,NS2,0.0
4480,H3 seeder,Stop-gained,Whole_genome,0.0
4481,LAIV/NONE,Stop-gained,PB2,0.0
4481,LAIV/NONE,Stop-gained,PB1,0.0
4481,LAIV/NONE,Stop-gained,PB1-F2,0.0
4481,LAIV/NONE,Stop-gained,PA,0.0
4481,LAIV/NONE,Stop-gained,PA-X,0.0
4481,LAIV/NONE,Stop-gained,HA,0.0
4481,LAIV/NONE,Stop-gained,NP,0.0
4481,LAIV/NONE,Stop-gained,NA,0.0
4481,LAIV/NONE,Stop-gained,M1,0.0
4481,LAIV/NONE,Stop-gained,M2,0.0
4481,LAIV/NONE,Stop-gained,NS1,0.0
4481,LAIV/NONE,Stop-gained,NS2,0.0
4481,LAIV/NONE,Stop-gained,Whole_genome,0.0
4486,AUT/AUT,Stop-gained,PB2,0.0
4486,AUT/AUT,Stop-gained,PB1,0.0
4486,AUT/AUT,Stop-gained,PB1-F2,0.0
4486,AUT/AUT,Stop-gained,PA,0.0
4486,AUT/AUT,Stop-gained,PA-X,0.0
4486,AUT/AUT,Stop-gained,HA,0.0
4486,AUT/AUT,Stop-gained,M1,0.0
4486,AUT/AUT,Stop-gained,M2,0.0
4486,AUT/AUT,Stop-gained,NS1,0.0
4486,AUT/AUT,Stop-gained,NS2,0.0
4486,AUT/AUT,Stop-gained,Whole_genome,0.0
4490,NO VAC/CHA,Stop-gained,PB2,0.0
4490,NO VAC/CHA,Stop-gained,PB1,0.0
4490,NO VAC/CHA,Stop-gained,PB1-F2,0.0
4490,NO VAC/CHA,Stop-gained,PA,0.0
4490,NO VAC/CHA,Stop-gained,PA-X,0.0
4490,NO VAC/CHA,Stop-gained,HA,0.0
4490,NO VAC/CHA,Stop-gained,NP,0.0
4490,NO VAC/CHA,Stop-gained,NA,0.0
4490,NO VAC/CHA,Stop-gained,M1,0.0
4490,NO VAC/CHA,Stop-gained,M2,0.0
4490,NO VAC/CHA,Stop-gained,NS1,0.0
4490,NO VAC/CHA,Stop-gained,NS2,0.0
4490,NO VAC/CHA,Stop-gained,Whole_genome,0.0
4495,NO VAC/CHA,Stop-gained,PB2,0.0
4495,NO VAC/CHA,Stop-gained,PB1,0.0
4495,NO VAC/CHA,Stop-gained,PB1-F2,0.0
4495,NO VAC/CHA,Stop-gained,PA,0.0
4495,NO VAC/CHA,Stop-gained,PA-X,0.0
4495,NO VAC/CHA,Stop-gained,HA,0.0
4495,NO VAC/CHA,Stop-gained,NP,0.0
4495,NO VAC/CHA,Stop-gained,NA,0.0
4495,NO VAC/CHA,Stop-gained,M1,0.0
4495,NO VAC/CHA,Stop-gained,M2,0.0
4495,NO VAC/CHA,Stop-gained,NS1,0.0
4495,NO VAC/CHA,Stop-gained,NS2,0.0
4495,NO VAC/CHA,Stop-gained,Whole_genome,0.0
4497,H1 seeder,Stop-gained,PB2,0.0
4497,H1 seeder,Stop-gained,PB1,0.0
4497,H1 seeder,Stop-gained,PB1-F2,0.0
4497,H1 seeder,Stop-gained,PA,0.0
4497,H1 seeder,Stop-gained,PA-X,0.0
4497,H1 seeder,Stop-gained,NP,0.0
4497,H1 seeder,Stop-gained,M1,0.0
4497,H1 seeder,Stop-gained,M2,0.0
4497,H1 seeder,Stop-gained,NS1,0.0
4497,H1 seeder,Stop-gained,NS2,0.0
4497,H1 seeder,Stop-gained,Whole_genome,0.0
4934,LAIV/NONE,Stop-gained,PB2,0.0
4934,LAIV/NONE,Stop-gained,PB1,0.0
4934,LAIV/NONE,Stop-gained,PB1-F2,0.0
4934,LAIV/NONE,Stop-gained,PA,0.0
4934,LAIV/NONE,Stop-gained,PA-X,0.0
4934,LAIV/NONE,Stop-gained,HA,0.0
4934,LAIV/NONE,Stop-gained,NP,0.0
4934,LAIV/NONE,Stop-gained,NA,0.0
4934,LAIV/NONE,Stop-gained,M1,0.0
4934,LAIV/NONE,Stop-gained,M2,0.0
4934,LAIV/NONE,Stop-gained,NS1,0.0
4934,LAIV/NONE,Stop-gained,NS2,0.0
4934,LAIV/NONE,Stop-gained,Whole_genome,0.0
4937,LAIV/NONE,Stop-gained,PB2,0.0
4937,LAIV/NONE,Stop-gained,PB1,0.0
4937,LAIV/NONE,Stop-gained,PB1-F2,0.0
4937,LAIV/NONE,Stop-gained,PA,0.0
4937,LAIV/NONE,Stop-gained,PA-X,0.0
4937,LAIV/NONE,Stop-gained,HA,0.0
4937,LAIV/NONE,Stop-gained,NP,0.0
4937,LAIV/NONE,Stop-gained,NA,0.0
4937,LAIV/NONE,Stop-gained,M1,0.0
4937,LAIV/NONE,Stop-gained,M2,0.0
4937,LAIV/NONE,Stop-gained,NS1,0.0
4937,LAIV/NONE,Stop-gained,NS2,0.0
4937,LAIV/NONE,Stop-gained,Whole_genome,0.0
5166,LAIV/NONE,Stop-gained,PB2,0.0
5166,LAIV/NONE,Stop-gained,PB1,0.0
5166,LAIV/NONE,Stop-gained,PB1-F2,0.0
5166,LAIV/NONE,Stop-gained,PA,0.0
5166,LAIV/NONE,Stop-gained,PA-X,0.0
5166,LAIV/NONE,Stop-gained,HA,0.0
5166,LAIV/NONE,Stop-gained,NP,0.0
5166,LAIV/NONE,Stop-gained,NA,0.0
5166,LAIV/NONE,Stop-gained,M1,0.0
5166,LAIV/NONE,Stop-gained,M2,0.0
5166,LAIV/NONE,Stop-gained,NS1,0.0
5166,LAIV/NONE,Stop-gained,NS2,0.0
5166,LAIV/NONE,Stop-gained,Whole_genome,0.0
5167,NO VAC/CHA,Stop-gained,PB2,0.0
5167,NO VAC/CHA,Stop-gained,PB1,0.0
5167,NO VAC/CHA,Stop-gained,PB1-F2,0.0
5167,NO VAC/CHA,Stop-gained,PA,0.0
5167,NO VAC/CHA,Stop-gained,PA-X,0.0
5167,NO VAC/CHA,Stop-gained,HA,0.0
5167,NO VAC/CHA,Stop-gained,NP,0.0
5167,NO VAC/CHA,Stop-gained,NA,0.0
5167,NO VAC/CHA,Stop-gained,M1,0.0
5167,NO VAC/CHA,Stop-gained,M2,0.0
5167,NO VAC/CHA,Stop-gained,NS1,0.0
5167,NO VAC/CHA,Stop-gained,NS2,0.0
5167,NO VAC/CHA,Stop-gained,Whole_genome,0.0
5179,NO VAC/CHA,Stop-gained,PB2,0.0
5179,NO VAC/CHA,Stop-gained,PB1,0.0
5179,NO VAC/CHA,Stop-gained,PB1-F2,0.0
5179,NO VAC/CHA,Stop-gained,PA,0.0
5179,NO VAC/CHA,Stop-gained,PA-X,0.0
5179,NO VAC/CHA,Stop-gained,HA,0.0
5179,NO VAC/CHA,Stop-gained,NP,0.0
5179,NO VAC/CHA,Stop-gained,NA,0.0
5179,NO VAC/CHA,Stop-gained,M1,0.0
5179,NO VAC/CHA,Stop-gained,M2,0.0
5179,NO VAC/CHA,Stop-gained,NS1,0.0
5179,NO VAC/CHA,Stop-gained,NS2,0.0
5179,NO VAC/CHA,Stop-gained,Whole_genome,0.0
5185,LAIV/COM,Stop-gained,PB2,0.0
5185,LAIV/COM,Stop-gained,PA,0.0
5185,LAIV/COM,Stop-gained,PA-X,0.0
5185,LAIV/COM,Stop-gained,HA,0.0
5185,LAIV/COM,Stop-gained,NP,0.0
5185,LAIV/COM,Stop-gained,M1,0.0
5185,LAIV/COM,Stop-gained,M2,0.0
5185,LAIV/COM,Stop-gained,Whole_genome,0.0
